booking_id,user_id,event_date,ticket_type,price
1447,343,2023-09-14,Regular,45.41
1448,425,2023-08-23,VIP,56.61
1449,571,2024-05-14,Premium,74.49
1450,511,2023-10-16,Premium,55.12
1451,857,2024-05-24,Regular,104.96
1452,182,2024-07-05,Regular,56.35
1453,458,2024-12-09,Regular,78.68
1454,918,2024-07-22,Premium,101.4
1455,851,2023-10-25,Premium,76.85
1456,833,2024-09-01,VIP,67.72
1457,64,2023-05-17,Regular,77.94
1458,839,2024-01-11,Regular,63.77
1459,260,2023-03-28,Regular,54.98
1460,193,2024-02-23,Premium,87.25
1461,655,2023-07-18,Premium,63.34
1462,616,2024-04-07,Regular,93.74
1463,972,2024-03-12,Regular,90.93
1464,406,2023-11-06,Regular,78.33
1465,726,2024-08-18,Regular,94.42
1466,754,2023-10-08,Premium,64.12
1467,943,2023-11-19,Regular,90.68
1468,721,2024-12-02,Premium,90.57
1469,93,2023-06-01,Regular,68.97
1470,430,2023-10-29,Premium,66.41
1471,654,2023-10-05,Regular,81.58
1472,434,2024-10-12,Premium,114.36
1473,404,2024-11-18,Regular,70.36
1474,434,2023-01-08,Regular,65.98
1475,112,2023-08-23,Regular,98.57
1476,929,2024-11-05,Regular,76.36
1477,375,2024-07-14,Regular,92.32
1478,59,2023-10-29,Regular,104.49
1479,43,2023-02-07,VIP,36.86
1480,207,2023-05-16,Regular,74.25
1481,780,2024-02-25,Premium,70.4
1482,296,2023-08-07,VIP,55.75
1483,118,2023-12-14,Regular,36.63
1484,532,2024-06-29,Premium,43.17
1485,222,2023-03-20,Regular,77.09
1486,166,2023-09-30,Regular,64.32
1487,643,2023-06-10,Regular,58.96
1488,156,2024-11-17,VIP,76.89
1489,184,2023-11-04,Regular,61.16
1490,90,2024-01-09,Regular,100.8
1491,94,2023-01-09,Regular,62.58
1492,13,2024-03-19,Premium,105.11
1493,973,2023-04-23,Regular,74.4
1494,834,2023-07-24,Premium,61.96
1495,805,2024-02-09,Premium,60.51
1496,945,2024-11-28,Premium,105.28
1497,742,2023-07-16,VIP,88.92
1498,834,2023-04-25,Premium,59.81
1499,804,2023-05-01,Regular,77.38
1500,438,2024-10-14,Regular,27.83
1501,538,2023-03-06,Regular,48.37
1502,587,2023-10-03,Regular,59.99
1503,968,2023-08-27,Regular,59.5
1504,876,2023-10-29,Regular,99.26
1505,936,2024-01-27,Regular,36.72
1506,811,2024-06-05,VIP,46.44
1507,150,2024-01-04,Regular,84.05
1508,660,2023-08-21,VIP,79.61
1509,8,2023-07-14,Regular,68.0
1510,29,2023-01-12,Premium,116.05
1511,296,2024-11-19,Premium,87.35
1512,986,2023-06-26,Regular,99.46
1513,926,2023-08-05,Regular,73.98
1514,721,2023-01-11,Regular,64.13
1515,640,2024-03-21,Regular,64.36
1516,340,2024-09-21,VIP,93.55
1517,628,2023-06-13,Premium,90.45
1518,439,2024-07-04,Regular,70.63
1519,144,2023-02-22,Regular,84.43
1520,942,2023-08-06,Regular,94.25
1521,830,2024-12-18,Regular,63.72
1522,747,2023-12-26,Premium,68.13
1523,519,2024-01-20,Regular,83.93
1524,976,2023-02-25,Regular,39.23
1525,45,2023-04-28,Regular,84.31
1526,955,2023-09-10,Regular,52.5
1527,239,2023-06-29,Premium,93.83
1528,952,2024-02-19,Regular,117.96
1529,944,2023-08-23,VIP,61.06
1530,155,2024-12-08,Premium,48.01
1531,181,2023-03-21,Regular,71.4
1532,215,2024-10-08,Regular,69.69
1533,88,2023-01-22,Premium,88.21
1534,256,2024-04-21,VIP,79.68
1535,511,2024-03-15,Premium,69.07
1536,73,2024-07-23,Regular,76.81
1537,931,2023-04-03,VIP,52.56
1538,179,2023-07-11,Regular,91.58
1539,212,2023-04-13,Premium,107.36
1540,805,2024-01-31,VIP,51.05
1541,234,2023-01-07,Regular,43.41
1542,465,2024-10-01,VIP,66.96
1543,751,2024-07-20,Regular,50.57
1544,223,2023-08-19,VIP,49.48
1545,631,2024-07-27,Regular,46.96
1546,825,2023-08-28,VIP,71.13
1547,264,2023-03-31,Regular,66.77
1548,207,2023-08-20,Premium,82.47
1549,607,2024-04-01,Regular,63.74
1550,885,2023-08-21,Regular,50.67
1551,734,2023-12-20,Regular,74.66
1552,366,2023-11-29,Premium,53.83
1553,276,2024-03-14,Regular,85.24
1554,380,2024-01-10,Regular,41.68
1555,743,2023-10-19,Regular,31.7
1556,309,2023-12-11,VIP,42.8
1557,631,2024-10-25,Regular,66.63
1558,268,2024-03-03,Regular,69.26
1559,945,2024-10-18,Regular,77.74
1560,785,2023-05-10,Regular,63.71
1561,64,2023-05-21,Regular,58.07
1562,810,2024-02-19,Regular,103.67
1563,350,2023-04-03,Premium,98.38
1564,925,2024-09-17,Premium,94.72
1565,915,2023-10-11,Regular,81.18
1566,494,2024-10-16,Regular,82.77
1567,523,2023-08-11,Premium,58.9
1568,98,2024-04-07,Regular,77.89
1569,946,2024-06-28,Premium,56.2
1570,71,2023-10-03,Regular,53.93
1571,364,2024-11-12,Regular,42.65
1572,570,2023-05-20,Regular,83.12
1573,802,2023-12-23,Premium,78.27
1574,763,2024-12-13,Regular,68.94
1575,276,2023-01-23,Regular,66.32
1576,50,2023-09-27,Regular,38.4
1577,358,2024-10-26,Premium,80.13
1578,728,2023-11-29,VIP,68.69
1579,906,2023-03-26,Regular,92.92
1580,928,2024-09-12,Regular,77.92
1581,564,2023-01-31,VIP,89.12
1582,783,2023-08-28,Regular,74.86
1583,485,2023-12-29,Regular,78.63
1584,84,2024-01-24,Regular,93.62
1585,899,2024-10-14,Premium,71.15
1586,805,2024-10-29,Regular,84.44
1587,638,2023-10-26,Premium,66.13
1588,808,2024-01-06,Regular,72.38
1589,584,2023-04-09,Regular,106.87
1590,296,2023-02-16,Premium,87.81
1591,236,2024-02-26,Regular,64.17
1592,56,2024-04-24,Regular,83.46
1593,919,2024-08-01,Premium,49.4
1594,360,2023-03-03,Premium,70.58
1595,907,2023-04-19,Premium,55.93
1596,110,2024-11-09,VIP,84.04
1597,192,2024-07-02,Premium,71.22
1598,904,2023-04-29,Regular,80.67
1599,93,2024-08-20,Regular,90.48
1600,862,2024-01-17,Premium,65.8
1601,568,2024-01-27,Regular,66.51
1602,60,2023-02-21,Premium,74.26
1603,650,2024-08-25,Premium,57.79
1604,39,2023-10-16,Regular,74.78
1605,540,2023-12-03,VIP,75.83
1606,49,2023-07-23,Regular,79.58
1607,420,2023-08-26,Regular,83.39
1608,637,2024-01-17,VIP,42.94
1609,13,2024-10-28,Regular,49.3
1610,992,2023-05-16,Regular,51.66
1611,36,2024-02-11,Regular,76.85
1612,101,2024-05-22,Premium,69.31
1613,794,2023-12-28,Premium,29.65
1614,86,2024-01-16,Premium,113.94
1615,516,2024-07-29,Premium,35.22
1616,223,2024-09-26,Regular,75.61
1617,338,2023-09-11,Premium,86.27
1618,960,2024-04-21,Premium,60.6
1619,166,2023-04-24,Regular,87.8
1620,383,2023-01-20,Regular,54.84
1621,856,2024-06-11,VIP,78.42
1622,895,2023-05-25,Premium,31.39
1623,376,2023-07-27,Premium,98.46
1624,471,2024-06-14,Premium,75.02
1625,790,2024-01-11,Regular,43.11
1626,642,2024-05-18,Premium,87.58
1627,31,2023-06-15,Regular,107.64
1628,375,2024-07-03,Regular,56.47
1629,11,2023-06-30,Premium,70.8
1630,988,2024-09-08,Regular,64.7
1631,302,2024-09-03,Premium,59.6
1632,96,2024-08-24,Regular,57.49
1633,190,2024-03-19,Regular,62.07
1634,453,2023-11-28,Regular,63.15
1635,192,2024-05-17,Regular,67.87
1636,486,2023-03-20,Regular,66.42
1637,266,2024-08-07,Regular,90.22
1638,424,2024-11-18,VIP,88.44
1639,128,2024-01-31,Regular,44.33
1640,238,2024-08-30,Regular,63.13
1641,920,2023-04-13,Regular,100.01
1642,355,2024-02-06,Premium,80.88
1643,940,2023-08-12,Regular,81.69
1644,112,2024-06-01,Premium,79.78
1645,828,2024-09-25,Premium,69.77
1646,446,2023-08-24,Regular,74.18
1647,343,2024-03-02,Regular,66.92
1648,145,2023-04-26,VIP,92.11
1649,65,2023-06-12,Premium,67.1
1650,247,2023-08-14,Premium,72.74
1651,735,2023-08-18,Regular,89.71
1652,991,2023-07-01,Regular,68.44
1653,490,2023-09-06,Regular,73.59
1654,825,2023-11-14,Regular,67.84
1655,439,2023-07-29,Regular,73.21
1656,106,2024-10-17,Premium,68.51
1657,181,2024-01-27,Regular,64.28
1658,184,2023-04-06,Premium,60.84
1659,226,2023-03-27,Premium,71.55
1660,777,2024-02-19,Regular,95.36
1661,790,2024-01-29,Premium,87.47
1662,909,2024-11-26,Regular,43.42
1663,89,2024-09-24,Premium,66.42
1664,688,2024-05-15,Regular,62.23
1665,530,2024-08-26,Regular,43.75
1666,371,2024-08-04,Premium,80.51
1667,972,2023-05-13,Regular,73.08
1668,936,2024-10-10,VIP,115.46
1669,913,2023-11-10,Regular,68.32
1670,399,2024-11-29,Regular,59.48
1671,106,2023-08-09,Regular,57.54
1672,271,2024-03-13,Regular,65.97
1673,975,2023-02-15,Regular,86.81
1674,831,2023-07-11,Premium,89.1
1675,503,2024-06-03,Premium,133.52
1676,679,2024-01-14,Premium,50.87
1677,525,2024-11-21,VIP,76.72
1678,849,2023-11-30,Regular,61.31
1679,32,2023-02-08,Premium,82.01
1680,393,2023-10-20,Regular,102.66
1681,40,2024-11-20,Premium,92.24
1682,660,2023-06-11,Regular,50.85
1683,218,2023-11-27,VIP,88.69
1684,731,2023-04-14,Premium,32.73
1685,981,2023-06-10,VIP,27.4
1686,82,2024-09-26,Premium,70.02
1687,845,2023-02-23,VIP,87.21
1688,720,2023-02-03,Premium,81.96
1689,201,2023-08-30,Regular,113.12
1690,447,2023-04-23,Regular,77.19
1691,844,2023-11-14,Regular,72.86
1692,428,2023-01-23,Regular,98.1
1693,38,2024-07-11,Regular,67.52
1694,211,2024-10-08,Regular,82.77
1695,444,2023-04-28,Regular,83.98
1696,327,2024-12-01,VIP,55.56
1697,761,2024-10-04,VIP,82.75
1698,227,2023-07-31,Regular,118.7
1699,48,2024-02-22,Regular,97.73
1700,18,2023-04-23,Regular,58.21
1701,912,2023-02-13,Regular,121.77
1702,439,2023-05-08,Premium,88.79
1703,807,2023-06-07,Regular,83.48
1704,708,2024-01-29,Regular,73.06
1705,187,2024-05-26,Premium,88.65
1706,345,2023-02-14,Premium,77.24
1707,224,2023-04-18,Regular,75.39
1708,830,2023-08-07,Premium,72.34
1709,488,2024-03-18,Regular,94.48
1710,909,2023-11-11,Regular,92.26
1711,877,2023-06-26,Regular,72.01
1712,849,2023-08-16,Regular,44.62
1713,229,2024-12-03,Regular,75.72
1714,390,2024-11-02,Regular,60.64
1715,979,2023-09-24,Premium,65.53
1716,589,2024-01-14,Premium,72.5
1717,188,2024-05-03,Regular,53.79
1718,858,2024-12-02,Regular,42.79
1719,270,2024-11-17,Premium,80.84
1720,607,2023-10-17,Regular,75.54
1721,310,2023-12-23,VIP,74.77
1722,132,2024-10-18,Premium,85.22
1723,551,2023-07-23,Regular,61.81
1724,72,2023-08-01,Regular,81.65
1725,793,2024-07-05,Regular,101.75
1726,845,2023-11-19,Regular,69.91
1727,672,2024-08-16,Regular,112.99
1728,187,2023-06-30,Premium,76.0
1729,486,2024-05-13,Regular,57.95
1730,191,2023-11-16,Regular,91.99
1731,422,2023-03-24,Regular,72.75
1732,120,2023-10-30,Regular,96.05
1733,220,2023-09-19,Regular,83.27
1734,53,2023-07-19,Regular,68.44
1735,734,2023-08-28,Regular,105.42
1736,451,2024-11-22,Premium,65.01
1737,412,2024-11-13,Regular,31.69
1738,643,2023-10-22,Premium,92.61
1739,237,2024-05-26,Regular,82.0
1740,758,2024-11-19,Regular,100.67
1741,738,2024-01-31,Regular,57.37
1742,720,2023-05-18,Premium,70.06
1743,406,2023-05-09,Regular,67.8
1744,608,2023-02-18,Regular,93.68
1745,422,2024-11-06,Regular,88.02
1746,712,2023-10-20,Regular,79.3
1747,247,2024-09-19,Regular,79.42
1748,72,2024-06-19,Premium,51.98
1749,830,2023-11-07,Regular,90.37
1750,185,2024-06-20,Premium,90.78
1751,6,2024-09-30,Regular,120.82
1752,206,2023-08-22,Premium,84.42
1753,544,2023-07-28,Premium,87.65
1754,611,2024-08-27,Regular,84.55
1755,906,2023-04-04,Premium,61.07
1756,387,2023-11-23,Premium,99.99
1757,768,2023-08-13,Regular,73.89
1758,699,2023-01-11,Regular,71.14
1759,76,2023-11-25,Premium,72.3
1760,177,2023-01-12,Regular,73.68
1761,827,2023-02-04,Regular,65.27
1762,799,2024-03-22,Premium,79.3
1763,349,2024-03-27,Regular,73.07
1764,255,2023-08-08,Premium,71.37
1765,837,2024-03-16,Premium,84.8
1766,702,2024-10-14,VIP,76.52
1767,308,2024-06-18,Regular,63.92
1768,345,2024-08-17,Regular,59.73
1769,127,2023-08-17,Regular,76.97
1770,937,2023-12-10,Regular,60.07
1771,287,2023-03-21,Regular,58.63
1772,766,2023-12-19,Regular,58.91
1773,725,2024-01-31,Regular,80.1
1774,762,2023-10-17,Regular,98.87
1775,596,2024-03-30,Premium,81.96
1776,487,2024-11-01,Premium,92.74
1777,383,2023-05-08,Premium,73.61
1778,406,2024-12-02,VIP,77.84
1779,388,2024-06-26,Regular,108.06
1780,525,2023-12-25,VIP,91.57
1781,557,2024-06-10,Premium,93.74
1782,639,2023-11-09,Regular,69.72
1783,938,2023-03-16,Regular,74.89
1784,626,2024-06-29,Regular,83.11
1785,945,2023-07-15,Regular,62.87
1786,276,2023-01-29,Regular,27.74
1787,500,2024-12-06,Regular,82.93
1788,717,2023-01-16,Premium,94.23
1789,337,2024-02-27,Regular,76.1
1790,950,2024-08-11,Regular,63.08
1791,932,2024-08-15,Premium,68.39
1792,481,2024-02-09,Regular,34.43
1793,897,2024-09-27,VIP,68.34
1794,911,2024-06-14,Regular,52.7
1795,973,2024-09-05,VIP,61.01
1796,273,2023-03-18,Regular,51.69
1797,920,2023-08-17,Regular,49.38
1798,58,2023-10-24,Regular,54.92
1799,328,2024-05-24,Premium,87.66
1800,731,2024-12-15,Premium,64.8
1801,109,2024-07-26,Regular,52.84
1802,279,2024-06-21,VIP,90.08
1803,686,2024-08-05,Regular,77.58
1804,328,2024-09-06,Premium,27.73
1805,776,2023-11-22,Premium,94.91
1806,315,2023-12-29,Regular,76.44
1807,474,2024-10-30,Regular,90.41
1808,111,2023-12-25,VIP,70.5
1809,699,2024-12-06,VIP,107.09
1810,781,2023-11-20,VIP,67.36
1811,935,2024-11-28,VIP,22.28
1812,229,2023-11-22,Regular,57.21
1813,497,2024-09-16,Premium,85.04
1814,156,2023-06-14,Regular,78.18
1815,473,2024-07-26,VIP,72.55
1816,701,2024-08-26,Regular,55.27
1817,272,2024-03-30,Regular,75.37
1818,887,2023-06-02,Regular,74.71
1819,2,2023-05-07,Regular,74.51
1820,758,2023-07-12,Regular,85.75
1821,722,2024-09-18,Premium,78.64
1822,511,2024-06-13,Premium,69.95
1823,913,2023-01-10,Regular,54.95
1824,286,2023-04-02,Premium,102.2
1825,871,2023-05-19,Premium,114.63
1826,13,2024-04-25,Regular,109.88
1827,608,2024-03-24,Regular,88.98
1828,498,2023-11-29,Premium,41.5
1829,733,2023-12-06,Premium,39.05
1830,238,2023-02-21,Regular,64.03
1831,94,2024-12-07,Premium,73.9
1832,338,2024-04-10,Regular,73.08
1833,781,2024-12-18,Regular,78.88
1834,171,2024-04-19,Regular,47.15
1835,981,2024-02-05,Regular,107.15
1836,606,2024-03-14,Premium,105.1
1837,661,2024-08-27,VIP,48.77
1838,624,2024-10-18,Regular,37.77
1839,567,2024-08-20,Regular,73.21
1840,849,2024-05-23,Premium,100.24
1841,936,2023-06-02,Premium,74.36
1842,467,2024-05-28,Premium,80.2
1843,628,2024-05-17,Premium,66.21
1844,143,2024-11-06,Regular,77.93
1845,201,2023-01-06,Premium,93.89
1846,180,2024-05-14,Regular,83.24
1847,714,2024-10-22,Regular,86.51
1848,364,2024-12-17,Regular,41.74
1849,479,2023-04-28,Regular,117.77
1850,565,2024-04-29,VIP,41.97
1851,471,2024-08-23,Premium,78.13
1852,384,2024-10-27,Regular,71.99
1853,692,2024-11-09,Regular,72.86
1854,926,2024-04-12,Regular,92.4
1855,417,2023-06-10,Regular,60.84
1856,825,2023-09-27,Premium,66.35
1857,308,2023-02-25,VIP,52.07
1858,649,2023-08-16,VIP,97.44
1859,694,2023-05-29,Premium,80.32
1860,367,2023-02-15,Premium,87.74
1861,1,2023-05-24,Regular,91.24
1862,44,2024-09-23,Regular,114.83
1863,739,2023-12-06,Regular,111.34
1864,843,2024-02-17,Regular,81.46
1865,98,2024-06-03,Premium,78.16
1866,720,2023-12-10,Regular,64.36
1867,265,2024-01-22,Regular,89.88
1868,800,2024-04-17,Regular,89.14
1869,783,2023-10-02,VIP,60.41
1870,140,2023-12-19,Regular,89.4
1871,481,2023-03-07,Premium,95.17
1872,237,2023-03-20,Premium,52.57
1873,974,2024-08-20,Regular,78.8
1874,953,2024-09-27,Regular,73.69
1875,904,2023-07-21,Premium,74.89
1876,72,2024-10-23,Regular,55.95
1877,667,2024-07-11,VIP,38.47
1878,190,2023-04-23,Regular,59.89
1879,268,2023-04-01,Regular,57.09
1880,321,2023-05-21,Premium,82.06
1881,107,2023-10-16,Premium,82.39
1882,232,2024-12-30,VIP,81.25
1883,42,2024-08-11,Premium,47.07
1884,702,2024-02-15,VIP,52.61
1885,883,2024-01-12,Premium,62.67
1886,139,2024-01-19,Premium,75.46
1887,615,2023-06-01,Regular,68.3
1888,683,2024-09-18,Regular,81.21
1889,863,2023-11-15,VIP,94.51
1890,273,2024-01-04,Regular,55.01
1891,481,2024-08-28,Regular,55.77
1892,416,2024-07-13,Regular,77.71
1893,506,2024-12-03,Regular,73.36
1894,733,2024-04-06,Regular,89.87
1895,725,2023-01-12,Regular,75.15
1896,853,2023-06-05,Premium,109.81
1897,424,2024-11-14,Regular,43.24
1898,407,2024-04-21,Regular,91.8
1899,568,2024-02-05,Regular,78.99
1900,390,2023-06-26,Regular,46.94
1901,342,2023-12-07,Regular,33.64
1902,946,2023-02-26,Premium,52.5
1903,614,2024-03-23,Regular,99.18
1904,933,2023-07-22,VIP,96.9
1905,493,2024-11-27,Regular,72.43
1906,192,2024-09-24,Regular,67.75
1907,499,2023-07-21,Regular,57.88
1908,822,2023-11-26,Regular,71.25
1909,712,2023-12-29,Premium,65.52
1910,233,2024-03-29,Premium,109.2
1911,945,2023-12-22,Premium,50.27
1912,227,2023-08-04,Regular,82.85
1913,371,2024-07-08,Regular,110.14
1914,139,2023-01-23,Regular,90.49
1915,856,2023-06-04,VIP,52.51
1916,817,2023-07-05,Regular,44.15
1917,149,2023-09-06,Premium,80.49
1918,115,2023-05-14,Regular,78.01
1919,450,2023-11-17,Regular,99.65
1920,63,2024-01-25,Regular,85.97
1921,104,2024-03-09,Regular,65.3
1922,851,2023-01-22,Premium,63.95
1923,871,2024-08-22,Regular,48.88
1924,668,2024-10-26,Premium,77.59
1925,273,2023-05-05,Regular,46.91
1926,6,2023-03-20,VIP,93.2
1927,147,2023-02-20,Regular,86.78
1928,184,2024-12-28,Premium,86.15
1929,998,2023-06-25,Premium,48.56
1930,28,2023-09-10,VIP,72.0
1931,962,2023-09-03,Regular,67.21
1932,550,2023-04-16,Premium,77.06
1933,119,2023-07-12,Regular,85.57
1934,293,2023-11-12,Regular,64.73
1935,371,2023-10-29,Regular,65.48
1936,244,2024-07-01,Regular,88.6
1937,580,2024-12-16,VIP,52.41
1938,726,2023-09-25,Regular,60.07
1939,218,2023-06-19,Regular,75.12
1940,177,2024-07-04,Premium,92.99
1941,299,2024-03-30,Regular,55.62
1942,676,2024-10-12,Premium,110.79
1943,58,2023-10-19,Regular,47.99
1944,269,2024-07-17,Regular,106.01
1945,308,2023-05-21,Regular,98.99
1946,570,2023-05-26,VIP,46.4
1947,288,2024-02-29,Premium,42.36
1948,977,2023-11-10,VIP,89.4
1949,105,2023-07-03,Regular,67.45
1950,228,2024-10-25,Regular,54.86
1951,247,2024-12-13,Regular,111.23
1952,700,2023-05-08,Regular,51.12
1953,494,2023-10-14,Regular,60.46
1954,83,2023-09-10,Premium,62.83
1955,186,2024-11-30,Regular,19.01
1956,252,2024-01-21,Regular,76.83
1957,355,2023-08-18,Premium,56.77
1958,750,2023-09-28,Premium,91.21
1959,872,2024-02-19,Regular,93.83
1960,696,2023-07-17,Regular,79.63
1961,796,2023-11-19,Regular,79.86
1962,897,2023-02-25,Regular,78.27
1963,938,2023-07-22,Premium,60.99
1964,210,2024-09-12,Regular,62.7
1965,816,2024-09-19,Premium,101.46
1966,808,2024-08-26,Premium,89.7
1967,609,2023-05-18,Premium,79.12
1968,447,2024-02-26,Regular,87.0
1969,460,2023-02-26,Regular,73.78
1970,968,2024-07-15,Premium,78.7
1971,472,2023-03-12,Regular,86.89
1972,720,2024-08-16,Regular,33.51
1973,370,2024-01-07,Regular,93.12
1974,900,2024-09-08,Regular,91.69
1975,934,2024-08-22,Premium,59.39
1976,492,2024-05-28,Regular,99.88
1977,923,2023-03-25,Regular,30.65
1978,137,2023-02-12,Regular,82.06
1979,367,2024-10-27,Regular,75.8
1980,912,2024-08-28,Premium,68.81
1981,184,2023-05-13,Premium,75.39
1982,588,2024-01-30,Regular,86.65
1983,287,2023-03-06,Regular,38.89
1984,472,2023-10-17,Regular,95.02
1985,375,2024-01-11,Premium,66.79
1986,654,2024-04-11,Regular,95.31
1987,749,2023-08-01,Premium,87.87
1988,537,2023-05-28,Regular,66.38
1989,511,2024-07-26,Premium,73.41
1990,802,2024-04-15,Regular,74.59
1991,579,2023-05-29,Premium,107.13
1992,250,2023-03-29,Regular,52.19
1993,920,2023-11-20,Premium,66.24
1994,510,2024-01-31,Regular,43.36
1995,630,2024-02-08,Regular,77.48
1996,73,2023-03-23,Premium,62.53
1997,282,2024-10-02,Regular,64.96
1998,916,2023-10-13,Premium,104.69
1999,960,2024-01-17,Premium,58.53
2000,360,2023-09-27,Regular,71.81
2001,10,2023-10-19,Regular,65.83
2002,211,2024-03-28,Regular,67.08
2003,835,2024-12-15,Regular,130.44
2004,152,2023-01-24,Regular,40.3
2005,5,2023-11-07,Premium,87.88
2006,195,2024-04-05,Regular,123.55
2007,954,2023-07-27,Regular,96.58
2008,283,2024-12-17,Regular,75.94
2009,464,2024-10-25,Regular,51.54
2010,113,2024-03-13,Regular,101.1
2011,271,2024-06-21,Premium,93.75
2012,163,2024-12-06,Premium,44.41
2013,460,2023-12-02,Regular,68.59
2014,105,2024-02-26,VIP,50.88
2015,693,2023-11-17,Regular,17.81
2016,556,2024-05-11,VIP,50.41
2017,282,2024-08-09,Premium,77.11
2018,687,2023-06-12,Premium,86.61
2019,162,2024-06-24,Regular,68.53
2020,983,2023-06-14,Regular,102.48
2021,351,2024-11-28,Regular,95.59
2022,434,2024-07-19,Premium,72.49
2023,852,2023-10-22,Regular,69.95
2024,140,2023-02-11,Premium,82.65
2025,471,2023-10-12,Regular,74.64
2026,132,2024-01-22,Premium,46.49
2027,87,2023-05-18,Regular,69.09
2028,688,2023-07-06,Regular,88.31
2029,183,2024-12-16,Regular,101.29
2030,368,2024-03-06,Regular,94.2
2031,129,2024-07-07,Regular,81.69
2032,246,2024-02-20,Premium,104.15
2033,601,2024-03-01,Regular,83.48
2034,578,2024-02-20,Regular,73.23
2035,670,2023-01-26,Premium,104.57
2036,899,2024-01-06,Regular,89.41
2037,378,2024-01-20,VIP,101.04
2038,149,2023-02-25,VIP,51.25
2039,985,2023-09-10,Regular,57.79
2040,852,2024-09-25,Regular,58.65
2041,433,2023-04-16,Regular,78.64
2042,628,2023-05-10,Premium,111.49
2043,726,2024-10-31,Regular,52.22
2044,469,2024-01-11,Premium,93.11
2045,446,2023-11-04,Premium,50.95
2046,481,2023-04-01,Regular,117.35
2047,884,2024-01-28,Premium,43.07
2048,294,2024-06-17,Premium,89.81
2049,765,2023-04-20,Regular,92.61
2050,143,2024-07-14,Premium,87.4
2051,250,2024-10-02,Premium,57.46
2052,878,2024-08-07,Regular,53.87
2053,948,2023-12-06,Regular,100.45
2054,975,2024-07-18,Regular,95.97
2055,302,2023-12-22,Regular,95.7
2056,25,2023-06-17,VIP,98.12
2057,789,2024-07-10,Regular,44.28
2058,984,2024-03-27,Premium,43.68
2059,889,2023-04-15,Regular,61.57
2060,890,2023-05-30,Regular,65.41
2061,901,2023-05-26,VIP,63.28
2062,70,2024-12-16,Premium,80.55
2063,625,2023-10-26,Regular,97.31
2064,875,2023-06-16,Regular,69.12
2065,112,2024-12-13,Regular,58.69
2066,364,2024-10-07,Regular,91.26
2067,303,2024-12-23,Regular,69.36
2068,471,2023-02-17,Regular,77.15
2069,964,2024-09-29,VIP,68.35
2070,91,2023-08-27,Regular,81.8
2071,530,2023-01-07,Premium,54.72
2072,661,2024-04-08,Premium,89.53
2073,988,2024-03-28,Regular,74.34
2074,739,2024-01-06,Premium,59.71
2075,726,2024-07-02,Regular,85.62
2076,872,2024-05-01,Premium,59.69
2077,663,2023-07-30,Regular,60.58
2078,192,2023-06-14,Regular,50.97
2079,963,2023-05-05,Premium,40.93
2080,552,2023-12-03,Regular,85.69
2081,242,2023-07-11,Premium,98.31
2082,138,2024-12-30,VIP,65.99
2083,345,2023-08-02,Regular,59.03
2084,180,2024-07-27,Regular,38.75
2085,712,2023-11-24,Regular,31.53
2086,503,2024-01-16,Premium,89.53
2087,203,2024-11-03,Premium,35.52
2088,573,2024-07-31,Regular,52.12
2089,192,2023-08-27,Regular,80.67
2090,5,2024-06-15,Premium,76.79
2091,890,2024-11-30,Regular,81.49
2092,237,2023-03-23,Premium,75.14
2093,693,2023-12-29,Premium,67.86
2094,311,2024-05-19,VIP,52.24
2095,549,2023-07-21,Regular,62.32
2096,56,2024-05-18,Regular,69.22
2097,443,2024-10-05,Regular,37.19
2098,237,2023-02-06,Regular,59.27
2099,870,2024-10-05,VIP,67.56
2100,861,2024-08-11,Regular,61.22
2101,197,2024-08-23,Premium,68.15
2102,585,2024-02-06,Regular,88.37
2103,571,2024-12-06,Regular,90.83
2104,752,2023-06-25,Regular,105.23
2105,514,2024-06-28,Premium,44.84
2106,449,2024-07-23,Regular,66.59
2107,360,2024-04-11,Regular,99.55
2108,700,2023-07-20,VIP,40.09
2109,819,2024-06-23,Regular,51.48
2110,30,2024-06-30,Regular,62.69
2111,779,2024-09-28,Regular,115.89
2112,988,2024-01-29,Regular,55.51
2113,108,2023-02-11,VIP,96.68
2114,844,2024-08-19,Regular,74.44
2115,935,2024-01-28,Regular,52.07
2116,602,2024-11-30,Regular,131.0
2117,717,2024-09-14,Premium,78.89
2118,891,2024-03-16,Regular,82.52
2119,968,2024-09-08,Premium,85.69
2120,959,2024-05-20,Regular,84.14
2121,960,2023-11-16,Regular,118.04
2122,445,2024-07-06,Premium,110.72
2123,893,2023-08-03,Regular,56.37
2124,438,2023-03-12,Premium,115.37
2125,732,2024-07-21,Regular,61.0
2126,890,2023-08-24,Premium,81.44
2127,606,2023-10-08,Regular,45.97
2128,457,2024-09-08,Premium,95.73
2129,615,2023-06-11,Regular,68.85
2130,735,2023-07-10,Regular,52.01
2131,698,2023-01-09,Regular,98.77
2132,981,2023-03-01,Regular,103.72
2133,696,2023-08-13,Regular,104.4
2134,495,2024-11-30,Regular,44.54
2135,674,2024-08-04,Regular,106.47
2136,247,2023-10-14,Premium,68.99
2137,543,2023-06-18,Premium,116.03
2138,564,2023-03-03,Premium,87.5
2139,857,2023-12-15,Regular,80.03
2140,588,2024-03-17,Regular,75.17
2141,897,2023-01-14,Regular,74.73
2142,439,2023-06-13,Premium,61.41
2143,278,2024-02-24,Regular,53.64
2144,552,2024-06-03,Regular,67.75
